Model,Dataset,Class,mAP@50,mAP@50-95,TP,FP,FN,Precision,Recall,F1
yolo,20240624_mc38_10x_uncaged_4_class,cell-adhered,0.8364517073180767,0.5925416418270804,4572.0,1655.0,494.0,0.734221936727156,0.90248716936439,0.8097051270698662
yolo,20240624_mc38_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240509_hela-adhered_10x_caged_4_class,all,0.8709361665974724,0.6586450083902697,,,,,,
rf_detr_seg,20240509_hela-adhered_10x_caged_4_class,cell,0.8093272930100703,0.5850627143107192,2508.0,913.0,386.0,0.7331189710610932,0.866620594333103,0.7942992874109264
rf_detr_seg,20240509_hela-adhered_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240509_hela-adhered_10x_caged_4_class,cell-adhered,0.9325450401848747,0.7322273024698203,3189.0,1291.0,101.0,0.7118303571428571,0.9693009118541034,0.8208494208494209
rf_detr_seg,20240509_hela-adhered_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240509_hela-adhered_10x_caged_4_class,all,0.8144164473352697,0.6290785167960202,,,,,,
yolov26,20240509_hela-adhered_10x_caged_4_class,cell,0.73722886692997,0.5477435834763869,2214.0,361.0,680.0,0.8598058252427184,0.7650310988251555,0.809654415798135
yolov26,20240509_hela-adhered_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240509_hela-adhered_10x_caged_4_class,cell-adhered,0.8916040277405695,0.7104134501156537,3040.0,653.0,250.0,0.8231789872732196,0.9240121580547113,0.8706859515967348
yolov26,20240509_hela-adhered_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240509_hela-adhered_10x_caged_4_class,all,0.8217788699625926,0.6231167191673396,,,,,,
yolo,20240509_hela-adhered_10x_caged_4_class,cell,0.7416230049820856,0.5388534198106718,2244.0,360.0,650.0,0.8617511520737328,0.7753973738769868,0.8162968352128046
yolo,20240509_hela-adhered_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240509_hela-adhered_10x_caged_4_class,cell-adhered,0.9019347349430998,0.7073800185240072,3083.0,747.0,207.0,0.8049608355091383,0.937082066869301,0.8660112359550562
yolo,20240509_hela-adhered_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20250227_preadipocytes-adhered_10x_caged_4_class,all,0.6775716376824424,0.434064800702903,,,,,,
rf_detr_seg,20250227_preadipocytes-adhered_10x_caged_4_class,cell,0.5506036043495706,0.3493830757433531,5581.0,8942.0,1473.0,0.384286993045514,0.7911823079104054,0.5173100987162257
rf_detr_seg,20250227_preadipocytes-adhered_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20250227_preadipocytes-adhered_10x_caged_4_class,cell-adhered,0.8045396710153145,0.5187465256624528,60552.0,47514.0,7356.0,0.5603242462939315,0.8916769747305178,0.688192573902963
rf_detr_seg,20250227_preadipocytes-adhered_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20250227_preadipocytes-adhered_10x_caged_4_class,all,0.5548892083962245,0.363198342713847,,,,,,
yolov26,20250227_preadipocytes-adhered_10x_caged_4_class,cell,0.4481481541330663,0.3066685716498868,4239.0,3200.0,2815.0,0.5698346551955908,0.6009356393535583,0.5849720554750569
yolov26,20250227_preadipocytes-adhered_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20250227_preadipocytes-adhered_10x_caged_4_class,cell-adhered,0.6616302626593826,0.4197281137778072,48081.0,10111.0,19827.0,0.8262475941710201,0.7080314543205514,0.7625852498017447
yolov26,20250227_preadipocytes-adhered_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20250227_preadipocytes-adhered_10x_caged_4_class,all,0.531833689296257,0.3332021164826841,,,,,,
yolo,20250227_preadipocytes-adhered_10x_caged_4_class,cell,0.4724787878277978,0.31728761296278385,4510.0,3819.0,2544.0,0.5414815704166166,0.6393535582648143,0.5863615679646362
yolo,20250227_preadipocytes-adhered_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20250227_preadipocytes-adhered_10x_caged_4_class,cell-adhered,0.5911885907647162,0.3491166200025843,45432.0,14202.0,22476.0,0.7618472683368548,0.6690227955469165,0.7124241426353671
yolo,20250227_preadipocytes-adhered_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_hela-suspension_10x_uncaged_4_class,all,0.9898916536390482,0.7303564647693828,,,,,,
rf_detr_seg,20240228_hela-suspension_10x_uncaged_4_class,cell,0.9898916536390482,0.7303564647693828,190.0,2.0,1.0,0.9895833333333334,0.9947643979057592,0.9921671018276764
rf_detr_seg,20240228_hela-suspension_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_hela-suspension_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_hela-suspension_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_hela-suspension_10x_uncaged_4_class,all,0.9780574132307278,0.7440799105737901,,,,,,
yolov26,20240228_hela-suspension_10x_uncaged_4_class,cell,0.9780574132307278,0.7440799105737901,189.0,11.0,2.0,0.945,0.9895287958115183,0.9667519181585678
yolov26,20240228_hela-suspension_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_hela-suspension_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_hela-suspension_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_hela-suspension_10x_uncaged_4_class,all,0.9891953326556155,0.7669374242541216,,,,,,
yolo,20240228_hela-suspension_10x_uncaged_4_class,cell,0.9891953326556155,0.7669374242541216,190.0,15.0,1.0,0.926829268292683,0.9947643979057592,0.9595959595959597
yolo,20240228_hela-suspension_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_hela-suspension_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_hela-suspension_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240905_raji_10x_caged_at_4x_4_class,all,0.9797802698556672,0.7132561881633969,,,,,,
rf_detr_seg,20240905_raji_10x_caged_at_4x_4_class,cell,0.9797802698556672,0.7132561881633969,3898.0,201.0,44.0,0.9509636496706514,0.9888381532217149,0.9695311528416864
rf_detr_seg,20240905_raji_10x_caged_at_4x_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240905_raji_10x_caged_at_4x_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240905_raji_10x_caged_at_4x_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240905_raji_10x_caged_at_4x_4_class,all,0.9789033257015392,0.7070398878199514,,,,,,
yolov26,20240905_raji_10x_caged_at_4x_4_class,cell,0.9789033257015392,0.7070398878199514,3870.0,148.0,72.0,0.9631657541065206,0.9817351598173516,0.9723618090452261
yolov26,20240905_raji_10x_caged_at_4x_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240905_raji_10x_caged_at_4x_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240905_raji_10x_caged_at_4x_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240905_raji_10x_caged_at_4x_4_class,all,0.9798307696149396,0.7262593001114722,,,,,,
yolo,20240905_raji_10x_caged_at_4x_4_class,cell,0.9798307696149396,0.7262593001114722,3870.0,123.0,72.0,0.9691960931630353,0.9817351598173516,0.9754253308128544
yolo,20240905_raji_10x_caged_at_4x_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240905_raji_10x_caged_at_4x_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240905_raji_10x_caged_at_4x_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240306_mousepbmc-nobeads_10x_uncaged_4_class,all,0.9739408795645248,0.5481126706024407,,,,,,
rf_detr_seg,20240306_mousepbmc-nobeads_10x_uncaged_4_class,cell,0.9739408795645248,0.5481126706024407,484.0,63.0,5.0,0.8848263254113345,0.9897750511247444,0.9343629343629343
rf_detr_seg,20240306_mousepbmc-nobeads_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240306_mousepbmc-nobeads_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240306_mousepbmc-nobeads_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240306_mousepbmc-nobeads_10x_uncaged_4_class,all,0.9377688432334528,0.5678193276971443,,,,,,
yolov26,20240306_mousepbmc-nobeads_10x_uncaged_4_class,cell,0.9377688432334528,0.5678193276971443,465.0,21.0,24.0,0.9567901234567902,0.950920245398773,0.9538461538461538
yolov26,20240306_mousepbmc-nobeads_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240306_mousepbmc-nobeads_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240306_mousepbmc-nobeads_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240306_mousepbmc-nobeads_10x_uncaged_4_class,all,0.9636816696996424,0.558720109248808,,,,,,
yolo,20240306_mousepbmc-nobeads_10x_uncaged_4_class,cell,0.9636816696996424,0.558720109248808,477.0,30.0,12.0,0.9408284023668639,0.9754601226993865,0.9578313253012049
yolo,20240306_mousepbmc-nobeads_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240306_mousepbmc-nobeads_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240306_mousepbmc-nobeads_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_nk92_10x_uncaged_4_class,all,0.989638557569112,0.7675840978523053,,,,,,
rf_detr_seg,20240228_nk92_10x_uncaged_4_class,cell,0.989638557569112,0.7675840978523053,206.0,53.0,0.0,0.7953667953667953,1.0,0.886021505376344
rf_detr_seg,20240228_nk92_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_nk92_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_nk92_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_nk92_10x_uncaged_4_class,all,0.9455459175570172,0.7450970291178282,,,,,,
yolov26,20240228_nk92_10x_uncaged_4_class,cell,0.9455459175570172,0.7450970291178282,198.0,41.0,8.0,0.8284518828451883,0.9611650485436893,0.8898876404494381
yolov26,20240228_nk92_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_nk92_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_nk92_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_nk92_10x_uncaged_4_class,all,0.9632590319242178,0.7280259183746765,,,,,,
yolo,20240228_nk92_10x_uncaged_4_class,cell,0.9632590319242178,0.7280259183746765,200.0,27.0,6.0,0.8810572687224669,0.970873786407767,0.9237875288683602
yolo,20240228_nk92_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_nk92_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_nk92_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_jurkat_10x_uncaged_4_class,all,1.0,0.806673365199127,,,,,,
rf_detr_seg,20240228_jurkat_10x_uncaged_4_class,cell,1.0,0.806673365199127,99.0,5.0,0.0,0.9519230769230769,1.0,0.9753694581280787
rf_detr_seg,20240228_jurkat_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_jurkat_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_jurkat_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_jurkat_10x_uncaged_4_class,all,0.9992157631604742,0.779127637147247,,,,,,
yolov26,20240228_jurkat_10x_uncaged_4_class,cell,0.9992157631604742,0.779127637147247,99.0,3.0,0.0,0.9705882352941176,1.0,0.9850746268656716
yolov26,20240228_jurkat_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_jurkat_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_jurkat_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_jurkat_10x_uncaged_4_class,all,1.0,0.7536273180928064,,,,,,
yolo,20240228_jurkat_10x_uncaged_4_class,cell,1.0,0.7536273180928064,99.0,3.0,0.0,0.9705882352941176,1.0,0.9850746268656716
yolo,20240228_jurkat_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_jurkat_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_jurkat_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240306_mousepbmc-nobeads_10x_caged_4_class,all,0.9767680960475601,0.6117825172386835,,,,,,
rf_detr_seg,20240306_mousepbmc-nobeads_10x_caged_4_class,cell,0.9767680960475601,0.6117825172386835,7668.0,558.0,154.0,0.9321663019693655,0.9803119406801329,0.9556331006979063
rf_detr_seg,20240306_mousepbmc-nobeads_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240306_mousepbmc-nobeads_10x_caged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240306_mousepbmc-nobeads_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240306_mousepbmc-nobeads_10x_caged_4_class,all,0.9644102617764572,0.6240516511467823,,,,,,
yolov26,20240306_mousepbmc-nobeads_10x_caged_4_class,cell,0.9644102617764572,0.6240516511467823,7606.0,406.0,216.0,0.9493260109835248,0.972385579135771,0.9607174434760641
yolov26,20240306_mousepbmc-nobeads_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240306_mousepbmc-nobeads_10x_caged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240306_mousepbmc-nobeads_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240306_mousepbmc-nobeads_10x_caged_4_class,all,0.956733727057259,0.6270026703689625,,,,,,
yolo,20240306_mousepbmc-nobeads_10x_caged_4_class,cell,0.956733727057259,0.6270026703689625,7576.0,332.0,246.0,0.9580171977744056,0.968550242904628,0.9632549268912906
yolo,20240306_mousepbmc-nobeads_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240306_mousepbmc-nobeads_10x_caged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240306_mousepbmc-nobeads_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,231212_imr90_multichannel_overlay_4_class,all,0.9303391973491658,0.7657762583882624,,,,,,
rf_detr_seg,231212_imr90_multichannel_overlay_4_class,cell,0.916565247698314,0.6984114267834587,1199.0,335.0,90.0,0.7816166883963495,0.930178432893716,0.8494509387176763
rf_detr_seg,231212_imr90_multichannel_overlay_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,231212_imr90_multichannel_overlay_4_class,cell-adhered,0.9441131470000175,0.8331410899930658,1687.0,406.0,71.0,0.8060200668896321,0.959613196814562,0.8761360685536225
rf_detr_seg,231212_imr90_multichannel_overlay_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,231212_imr90_multichannel_overlay_4_class,all,0.9008656884694013,0.739523359527915,,,,,,
yolov26,231212_imr90_multichannel_overlay_4_class,cell,0.8713629031909803,0.67579825510412,1141.0,138.0,148.0,0.8921032056293979,0.8851823118696664,0.8886292834890965
yolov26,231212_imr90_multichannel_overlay_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,231212_imr90_multichannel_overlay_4_class,cell-adhered,0.9303684737478225,0.8032484639517105,1660.0,121.0,98.0,0.9320606400898371,0.944254835039818,0.9381181124611473
yolov26,231212_imr90_multichannel_overlay_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,231212_imr90_multichannel_overlay_4_class,all,0.8998085105690065,0.7145773208024586,,,,,,
yolo,231212_imr90_multichannel_overlay_4_class,cell,0.8889618674261002,0.6797231247949312,1161.0,119.0,128.0,0.90703125,0.9006982156710628,0.9038536395484624
yolo,231212_imr90_multichannel_overlay_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,231212_imr90_multichannel_overlay_4_class,cell-adhered,0.9106551537119129,0.749431516809986,1635.0,197.0,123.0,0.892467248908297,0.9300341296928327,0.9108635097493035
yolo,231212_imr90_multichannel_overlay_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240307_pbmc-beads_10x_uncaged_4_class,all,0.9837551682913349,0.6106049544086584,,,,,,
rf_detr_seg,20240307_pbmc-beads_10x_uncaged_4_class,cell,0.9776478194954408,0.5398905930751176,58336.0,3909.0,1058.0,0.937199775082336,0.9821867528706604,0.9591660569389753
rf_detr_seg,20240307_pbmc-beads_10x_uncaged_4_class,bead,0.989862517087229,0.6813193157421992,65940.0,1186.0,264.0,0.9823317343503263,0.9960123255392423,0.989124728118203
rf_detr_seg,20240307_pbmc-beads_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240307_pbmc-beads_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240307_pbmc-beads_10x_uncaged_4_class,all,0.9720417407966644,0.6487073925282169,,,,,,
yolov26,20240307_pbmc-beads_10x_uncaged_4_class,cell,0.965224129968873,0.5736194650247364,57901.0,3698.0,1493.0,0.9399665578986672,0.9748627807522645,0.9570966915441388
yolov26,20240307_pbmc-beads_10x_uncaged_4_class,bead,0.9788593516244558,0.7237953200316972,65476.0,2880.0,728.0,0.9578676341506233,0.9890036855779107,0.9731866825208085
yolov26,20240307_pbmc-beads_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240307_pbmc-beads_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240307_pbmc-beads_10x_uncaged_4_class,all,0.9735299572400897,0.6521362350647304,,,,,,
yolo,20240307_pbmc-beads_10x_uncaged_4_class,cell,0.9678180862065336,0.5789401378467269,58174.0,5091.0,1220.0,0.9195289654627361,0.9794592046334647,0.948548414710702
yolo,20240307_pbmc-beads_10x_uncaged_4_class,bead,0.979241828273646,0.7253323322827339,65188.0,2511.0,1016.0,0.962909348734841,0.9846534952570841,0.9736600374898247
yolo,20240307_pbmc-beads_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240307_pbmc-beads_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240306_mousepbmc-beads_10x_caged_4_class,all,0.9834854587367505,0.6468425632207604,,,,,,
rf_detr_seg,20240306_mousepbmc-beads_10x_caged_4_class,cell,0.9769674622507231,0.5835265657937123,22819.0,1904.0,419.0,0.9229866925534927,0.9819691883983132,0.951564813077292
rf_detr_seg,20240306_mousepbmc-beads_10x_caged_4_class,bead,0.990003455222778,0.7101585606478082,32516.0,241.0,60.0,0.9926427939066459,0.9981581532416502,0.9953928336369063
rf_detr_seg,20240306_mousepbmc-beads_10x_caged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240306_mousepbmc-beads_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240306_mousepbmc-beads_10x_caged_4_class,all,0.9723268534769178,0.6623739918347809,,,,,,
yolov26,20240306_mousepbmc-beads_10x_caged_4_class,cell,0.954871469780515,0.5785211786177973,22431.0,1476.0,807.0,0.9382607604467311,0.9652723986573716,0.9515749284123449
yolov26,20240306_mousepbmc-beads_10x_caged_4_class,bead,0.9897822371733208,0.7462268050517645,32470.0,808.0,106.0,0.9757196946931906,0.9967460707269156,0.9861208127068971
yolov26,20240306_mousepbmc-beads_10x_caged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240306_mousepbmc-beads_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240306_mousepbmc-beads_10x_caged_4_class,all,0.9734482602190128,0.6749266809240606,,,,,,
yolo,20240306_mousepbmc-beads_10x_caged_4_class,cell,0.9569186279708247,0.5760899528623235,22519.0,1970.0,719.0,0.9195557188941974,0.9690592994233583,0.9436587256689087
yolo,20240306_mousepbmc-beads_10x_caged_4_class,bead,0.9899778924672008,0.773763408985798,32450.0,490.0,126.0,0.9851244687310261,0.9961321218074656,0.9905977165883143
yolo,20240306_mousepbmc-beads_10x_caged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240306_mousepbmc-beads_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,all,0.45881600429487507,0.2907680455509521,,,,,,
rf_detr_seg,20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,cell,0.3543757757578466,0.2388260767596579,181.0,1691.0,10.0,0.09668803418803419,0.9476439790575916,0.17547261269995154
rf_detr_seg,20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,cell-adhered,0.5632562328319034,0.3427100143422463,1203.0,274.0,813.0,0.8144888287068381,0.5967261904761905,0.6888061837961638
rf_detr_seg,20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,all,0.43256251986140737,0.29706717396669663,,,,,,
yolov26,20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,cell,0.38798730489587707,0.29645897108436275,179.0,1130.0,12.0,0.13674560733384264,0.93717277486911,0.2386666666666667
yolov26,20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,cell-adhered,0.47713773482693783,0.29767537684903056,996.0,125.0,1020.0,0.8884924174843889,0.49404761904761907,0.6350015938795027
yolov26,20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,all,0.44960002985773767,0.3009692493212385,,,,,,
yolo,20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,cell,0.39930984755529797,0.2975030443571068,177.0,1105.0,14.0,0.13806552262090482,0.9267015706806283,0.24032586558044805
yolo,20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,cell-adhered,0.4998902121601772,0.30443545428537017,1046.0,127.0,970.0,0.8917306052855924,0.5188492063492064,0.656005017246786
yolo,20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240425_nk92_10x_uncaged_4_class,all,0.9110693503777114,0.6381051932716588,,,,,,
rf_detr_seg,20240425_nk92_10x_uncaged_4_class,cell,0.9110693503777114,0.6381051932716588,127.0,24.0,10.0,0.8410596026490066,0.927007299270073,0.8819444444444444
rf_detr_seg,20240425_nk92_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240425_nk92_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240425_nk92_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240425_nk92_10x_uncaged_4_class,all,0.8557793558239983,0.6381677997165344,,,,,,
yolov26,20240425_nk92_10x_uncaged_4_class,cell,0.8557793558239983,0.6381677997165344,119.0,16.0,18.0,0.8814814814814815,0.8686131386861314,0.8749999999999999
yolov26,20240425_nk92_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240425_nk92_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240425_nk92_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240425_nk92_10x_uncaged_4_class,all,0.8992025235230973,0.6350461054198795,,,,,,
yolo,20240425_nk92_10x_uncaged_4_class,cell,0.8992025235230973,0.6350461054198795,124.0,4.0,13.0,0.96875,0.9051094890510949,0.9358490566037736
