Model,Dataset,Class,mAP@50,mAP@50-95,TP,FP,FN,Precision,Recall,F1
yolo,20240425_nk92_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240425_nk92_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240425_nk92_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240924_enteric-glia-adhered_10x_uncaged_4_class,all,0.9359588784890445,0.7756201771789792,,,,,,
rf_detr_seg,20240924_enteric-glia-adhered_10x_uncaged_4_class,cell,0.923761301122997,0.7463861494478257,2521.0,1005.0,97.0,0.7149744753261487,0.9629488158899924,0.8206380208333334
rf_detr_seg,20240924_enteric-glia-adhered_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240924_enteric-glia-adhered_10x_uncaged_4_class,cell-adhered,0.9481564558550918,0.8048542049101327,10783.0,2656.0,359.0,0.8023662474886525,0.9677795727876504,0.8773442903055205
rf_detr_seg,20240924_enteric-glia-adhered_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240924_enteric-glia-adhered_10x_uncaged_4_class,all,0.8774172209585238,0.7584456147173202,,,,,,
yolov26,20240924_enteric-glia-adhered_10x_uncaged_4_class,cell,0.8369167122382284,0.7192364597211308,2270.0,472.0,348.0,0.8278628738147338,0.86707410236822,0.8470149253731343
yolov26,20240924_enteric-glia-adhered_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240924_enteric-glia-adhered_10x_uncaged_4_class,cell-adhered,0.917917729678819,0.7976547697135095,10470.0,1221.0,672.0,0.8955606877084937,0.9396876682821755,0.9170936801997108
yolov26,20240924_enteric-glia-adhered_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240924_enteric-glia-adhered_10x_uncaged_4_class,all,0.8870707985393909,0.7447533916389646,,,,,,
yolo,20240924_enteric-glia-adhered_10x_uncaged_4_class,cell,0.8411722563325356,0.7079928035549197,2259.0,393.0,359.0,0.8518099547511312,0.8628724216959511,0.8573055028462998
yolo,20240924_enteric-glia-adhered_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240924_enteric-glia-adhered_10x_uncaged_4_class,cell-adhered,0.932969340746246,0.7815139797230095,10592.0,2082.0,550.0,0.8357266845510494,0.9506372285047567,0.8894860597917366
yolo,20240924_enteric-glia-adhered_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20250305_neuron-adhered_10x_uncaged_4_class,all,0.9636282280156043,0.6128034443696582,,,,,,
rf_detr_seg,20250305_neuron-adhered_10x_uncaged_4_class,cell,0.9636116237384554,0.5774179419688166,126562.0,21321.0,3712.0,0.8558252131752805,0.9715062099881787,0.9100040624539378
rf_detr_seg,20250305_neuron-adhered_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20250305_neuron-adhered_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20250305_neuron-adhered_10x_uncaged_4_class,soma,0.963644832292753,0.6481889467704997,42456.0,6907.0,1076.0,0.8600773858963191,0.9752825507672517,0.914064266106895
yolov26,20250305_neuron-adhered_10x_uncaged_4_class,all,0.9317187612005194,0.5991295421304462,,,,,,
yolov26,20250305_neuron-adhered_10x_uncaged_4_class,cell,0.9251988672009755,0.5609690587543928,122219.0,9298.0,8055.0,0.9293019153417429,0.9381687827194989,0.9337142988108835
yolov26,20250305_neuron-adhered_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20250305_neuron-adhered_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20250305_neuron-adhered_10x_uncaged_4_class,soma,0.938238655200063,0.6372900255064996,41736.0,5977.0,1796.0,0.8747301573994509,0.9587429936598364,0.914811770507973
yolo,20250305_neuron-adhered_10x_uncaged_4_class,all,0.9499291294904889,0.6139961324459207,,,,,,
yolo,20250305_neuron-adhered_10x_uncaged_4_class,cell,0.9454968655137295,0.5844557441136394,124038.0,9956.0,6236.0,0.925698165589504,0.9521316609607443,0.9387288661510285
yolo,20250305_neuron-adhered_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20250305_neuron-adhered_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20250305_neuron-adhered_10x_uncaged_4_class,soma,0.9543613934672482,0.643536520778202,42027.0,2655.0,1505.0,0.9405800993688733,0.9654277313240834,0.9528419525245425
rf_detr_seg,20241003_Hs675Tfibroblasts-suspension-beads_10x_uncaged_4_class,all,0.958341664520177,0.6705530618662056,,,,,,
rf_detr_seg,20241003_Hs675Tfibroblasts-suspension-beads_10x_uncaged_4_class,cell,0.9267272737858988,0.670111799590585,4174.0,1574.0,218.0,0.7261656228253306,0.9503642987249544,0.8232741617357003
rf_detr_seg,20241003_Hs675Tfibroblasts-suspension-beads_10x_uncaged_4_class,bead,0.989956055254455,0.670994324141826,90366.0,1286.0,174.0,0.9859686640771614,0.9980781974817761,0.9919864758057434
rf_detr_seg,20241003_Hs675Tfibroblasts-suspension-beads_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20241003_Hs675Tfibroblasts-suspension-beads_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20241003_Hs675Tfibroblasts-suspension-beads_10x_uncaged_4_class,all,0.9367309489326703,0.6950731240228643,,,,,,
yolov26,20241003_Hs675Tfibroblasts-suspension-beads_10x_uncaged_4_class,cell,0.8843577446840243,0.6663639173281319,3985.0,645.0,407.0,0.8606911447084233,0.9073315118397086,0.883396142762137
yolov26,20241003_Hs675Tfibroblasts-suspension-beads_10x_uncaged_4_class,bead,0.9891041531813163,0.7237823307175963,90300.0,3677.0,240.0,0.9608734051948881,0.9973492379058979,0.978771603700472
yolov26,20241003_Hs675Tfibroblasts-suspension-beads_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20241003_Hs675Tfibroblasts-suspension-beads_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20241003_Hs675Tfibroblasts-suspension-beads_10x_uncaged_4_class,all,0.948774509666022,0.7003201896339724,,,,,,
yolo,20241003_Hs675Tfibroblasts-suspension-beads_10x_uncaged_4_class,cell,0.9079450300884906,0.6746274027028576,4073.0,731.0,319.0,0.8478351373855121,0.927367941712204,0.885819921705089
yolo,20241003_Hs675Tfibroblasts-suspension-beads_10x_uncaged_4_class,bead,0.9896039892435534,0.7260129765650872,90289.0,3074.0,251.0,0.9670747512397845,0.9972277446432516,0.9819198164249632
yolo,20241003_Hs675Tfibroblasts-suspension-beads_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20241003_Hs675Tfibroblasts-suspension-beads_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,240213_imr90_multichannel_overlay_4_class,all,0.9323759105219253,0.7641634987301611,,,,,,
rf_detr_seg,240213_imr90_multichannel_overlay_4_class,cell,0.9370552540327998,0.7323118049032811,485.0,270.0,14.0,0.6423841059602649,0.9719438877755511,0.7735247208931418
rf_detr_seg,240213_imr90_multichannel_overlay_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,240213_imr90_multichannel_overlay_4_class,cell-adhered,0.9276965670110505,0.7960151925570411,1555.0,299.0,89.0,0.8387270765911543,0.9458637469586375,0.8890794739851344
rf_detr_seg,240213_imr90_multichannel_overlay_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,240213_imr90_multichannel_overlay_4_class,all,0.8836681545877604,0.7421243087757153,,,,,,
yolov26,240213_imr90_multichannel_overlay_4_class,cell,0.8669897813783622,0.7015092661435979,447.0,92.0,52.0,0.8293135435992579,0.8957915831663327,0.861271676300578
yolov26,240213_imr90_multichannel_overlay_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,240213_imr90_multichannel_overlay_4_class,cell-adhered,0.9003465277971584,0.7827393514078328,1512.0,141.0,132.0,0.9147005444646098,0.9197080291970803,0.9171974522292994
yolov26,240213_imr90_multichannel_overlay_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,240213_imr90_multichannel_overlay_4_class,all,0.8669380654793233,0.7064987848442393,,,,,,
yolo,240213_imr90_multichannel_overlay_4_class,cell,0.8420023157501142,0.6620256563934732,438.0,94.0,61.0,0.8233082706766918,0.8777555110220441,0.8496605237633366
yolo,240213_imr90_multichannel_overlay_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,240213_imr90_multichannel_overlay_4_class,cell-adhered,0.8918738152085326,0.7509719132950052,1509.0,239.0,135.0,0.8632723112128147,0.9178832116788321,0.8897405660377358
yolo,240213_imr90_multichannel_overlay_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240305_pbmc-nobeads_10x_uncaged_4_class,all,0.9801536207432403,0.7539918086490349,,,,,,
rf_detr_seg,20240305_pbmc-nobeads_10x_uncaged_4_class,cell,0.9801536207432403,0.7539918086490349,222.0,4.0,4.0,0.9823008849557522,0.9823008849557522,0.9823008849557522
rf_detr_seg,20240305_pbmc-nobeads_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240305_pbmc-nobeads_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240305_pbmc-nobeads_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240305_pbmc-nobeads_10x_uncaged_4_class,all,0.9496187826329804,0.6630073646316611,,,,,,
yolov26,20240305_pbmc-nobeads_10x_uncaged_4_class,cell,0.9496187826329804,0.6630073646316611,215.0,6.0,11.0,0.9728506787330317,0.9513274336283186,0.9619686800894854
yolov26,20240305_pbmc-nobeads_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240305_pbmc-nobeads_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240305_pbmc-nobeads_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240305_pbmc-nobeads_10x_uncaged_4_class,all,0.9603060306030604,0.6995674015650057,,,,,,
yolo,20240305_pbmc-nobeads_10x_uncaged_4_class,cell,0.9603060306030604,0.6995674015650057,219.0,1.0,7.0,0.9954545454545455,0.9690265486725663,0.9820627802690582
yolo,20240305_pbmc-nobeads_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240305_pbmc-nobeads_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240305_pbmc-nobeads_10x_uncaged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,all,0.6633939775315191,0.4787131927073694,,,,,,
rf_detr_seg,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,cell,0.6811180696831489,0.49014630457180425,1537.0,4587.0,17.0,0.2509797517962116,0.989060489060489,0.4003646783016411
rf_detr_seg,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,cell-adhered,0.645669885379889,0.46728008084293443,6981.0,2105.0,2861.0,0.7683248954435395,0.7093070514123145,0.7376373626373627
rf_detr_seg,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,all,0.6749931616817352,0.5043134285052913,,,,,,
yolov26,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,cell,0.7545706972402026,0.5805061591194249,1521.0,3191.0,33.0,0.32279286926994905,0.9787644787644788,0.4854771784232365
yolov26,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,cell-adhered,0.595415626123268,0.4281206978911575,6272.0,832.0,3570.0,0.8828828828828829,0.6372688477951636,0.7402336834651245
yolov26,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,all,0.648780439241784,0.4833606813062271,,,,,,
yolo,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,cell,0.719863017114847,0.5612885857129906,1517.0,3341.0,37.0,0.3122684232194319,0.9761904761904762,0.47317529631940114
yolo,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,cell-adhered,0.5776978613687209,0.4054327768994638,6041.0,835.0,3801.0,0.8785631180919139,0.6137980085348507,0.7226941021653308
yolo,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240422_neuron-adhered_10x_uncaged_4_class,all,0.8886419311719479,0.5071128919421042,,,,,,
rf_detr_seg,20240422_neuron-adhered_10x_uncaged_4_class,cell,0.8685749048925887,0.4399107136008675,18639.0,5962.0,1649.0,0.757652127962278,0.9187204258675079,0.8304484394840608
rf_detr_seg,20240422_neuron-adhered_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240422_neuron-adhered_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240422_neuron-adhered_10x_uncaged_4_class,soma,0.908708957451307,0.5743150702833411,5420.0,1082.0,106.0,0.8335896647185481,0.9808179515019906,0.901230462254739
yolov26,20240422_neuron-adhered_10x_uncaged_4_class,all,0.8245284007249697,0.4581294854981948,,,,,,
yolov26,20240422_neuron-adhered_10x_uncaged_4_class,cell,0.7834568261104321,0.3936006816834118,17230.0,3233.0,3058.0,0.8420075257782339,0.8492705047318612,0.8456234202841649
yolov26,20240422_neuron-adhered_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240422_neuron-adhered_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240422_neuron-adhered_10x_uncaged_4_class,soma,0.8655999753395076,0.522658289312978,5287.0,1023.0,239.0,0.8378763866877972,0.9567499095186391,0.8933761405880365
yolo,20240422_neuron-adhered_10x_uncaged_4_class,all,0.8456493311968394,0.48090729650809183,,,,,,
yolo,20240422_neuron-adhered_10x_uncaged_4_class,cell,0.8105284487070605,0.40550806398232614,17548.0,3625.0,2740.0,0.8287913852548057,0.8649447949526814,0.846482236318468
yolo,20240422_neuron-adhered_10x_uncaged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240422_neuron-adhered_10x_uncaged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240422_neuron-adhered_10x_uncaged_4_class,soma,0.8807702136866181,0.5563065290338575,5385.0,1174.0,141.0,0.821009300198201,0.9744842562432139,0.8911874224244932
rf_detr_seg,20240625_mc38_10x_caged_4_class,all,0.8734871968909097,0.6443703846511835,,,,,,
rf_detr_seg,20240625_mc38_10x_caged_4_class,cell,0.8841357130253195,0.660045174061743,4968.0,3019.0,294.0,0.6220107674971829,0.9441277080957811,0.7499433919541096
rf_detr_seg,20240625_mc38_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240625_mc38_10x_caged_4_class,cell-adhered,0.8628386807565,0.6286955952406238,7893.0,4178.0,597.0,0.6538812028829426,0.9296819787985866,0.7677642138028307
rf_detr_seg,20240625_mc38_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240625_mc38_10x_caged_4_class,all,0.8102682846146434,0.6052482614244394,,,,,,
yolov26,20240625_mc38_10x_caged_4_class,cell,0.807492249574774,0.6148636542604188,4490.0,1424.0,772.0,0.7592154210348326,0.8532877232991258,0.8035075161059414
yolov26,20240625_mc38_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240625_mc38_10x_caged_4_class,cell-adhered,0.8130443196545128,0.59563286858846,7375.0,1831.0,1115.0,0.8011079730610472,0.8686690223792697,0.8335216998191681
yolov26,20240625_mc38_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240625_mc38_10x_caged_4_class,all,0.8172129623937217,0.5959493913565979,,,,,,
yolo,20240625_mc38_10x_caged_4_class,cell,0.8198257850353081,0.6083265219374256,4496.0,1023.0,766.0,0.8146403333937308,0.8544279741543139,0.8340599202300344
yolo,20240625_mc38_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240625_mc38_10x_caged_4_class,cell-adhered,0.8146001397521352,0.58357226077577,7462.0,2429.0,1028.0,0.7544232130219392,0.8789163722025913,0.8119253577063272
yolo,20240625_mc38_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20250917_moc22-adhered_10x_caged_4_class,all,0.32782926202546014,0.23124258888053606,,,,,,
rf_detr_seg,20250917_moc22-adhered_10x_caged_4_class,cell,0.20134329750465232,0.14673596966974017,411.0,8333.0,21.0,0.04700365965233303,0.9513888888888888,0.08958151700087186
rf_detr_seg,20250917_moc22-adhered_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20250917_moc22-adhered_10x_caged_4_class,cell-adhered,0.454315226546268,0.315749208091332,5668.0,3519.0,4488.0,0.6169587460542071,0.5580937376920048,0.5860518016853642
rf_detr_seg,20250917_moc22-adhered_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20250917_moc22-adhered_10x_caged_4_class,all,0.31250000970271913,0.21704747992290843,,,,,,
yolov26,20250917_moc22-adhered_10x_caged_4_class,cell,0.1913222198674369,0.13954559291115431,378.0,4038.0,54.0,0.08559782608695653,0.875,0.15594059405940594
yolov26,20250917_moc22-adhered_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20250917_moc22-adhered_10x_caged_4_class,cell-adhered,0.4336777995380014,0.2945493669346626,5043.0,1540.0,5113.0,0.7660641045116209,0.49655376132335566,0.6025449548957524
yolov26,20250917_moc22-adhered_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20250917_moc22-adhered_10x_caged_4_class,all,0.39470945710181926,0.26978922227232477,,,,,,
yolo,20250917_moc22-adhered_10x_caged_4_class,cell,0.31208184370903497,0.2351694109826708,378.0,4218.0,54.0,0.08224543080939947,0.875,0.1503579952267303
yolo,20250917_moc22-adhered_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20250917_moc22-adhered_10x_caged_4_class,cell-adhered,0.4773370704946036,0.3044090335619786,5643.0,2168.0,4513.0,0.722442709000128,0.5556321386372588,0.6281516112873602
yolo,20250917_moc22-adhered_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_nk92_10x_caged_4_class,all,0.9442219757212663,0.6602421322928439,,,,,,
rf_detr_seg,20240228_nk92_10x_caged_4_class,cell,0.9442219757212663,0.6602421322928439,2466.0,658.0,101.0,0.7893725992317542,0.9606544604596806,0.8666315234580918
rf_detr_seg,20240228_nk92_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_nk92_10x_caged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240228_nk92_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_nk92_10x_caged_4_class,all,0.8881911792235875,0.6394009511439099,,,,,,
yolov26,20240228_nk92_10x_caged_4_class,cell,0.8881911792235875,0.6394009511439099,2332.0,355.0,235.0,0.8678823967249721,0.9084534476042072,0.8877046060144651
yolov26,20240228_nk92_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_nk92_10x_caged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240228_nk92_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_nk92_10x_caged_4_class,all,0.9025547025447583,0.623721217531396,,,,,,
yolo,20240228_nk92_10x_caged_4_class,cell,0.9025547025447583,0.623721217531396,2352.0,262.0,215.0,0.899770466717674,0.9162446435527853,0.9079328314997104
yolo,20240228_nk92_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_nk92_10x_caged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240228_nk92_10x_caged_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240816_tall104_10x_caged_at_4x_4_class,all,0.8831839655369158,0.5905810015181289,,,,,,
rf_detr_seg,20240816_tall104_10x_caged_at_4x_4_class,cell,0.8831839655369158,0.5905810015181289,2604.0,1710.0,170.0,0.6036161335187761,0.9387166546503244,0.7347629796839729
rf_detr_seg,20240816_tall104_10x_caged_at_4x_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240816_tall104_10x_caged_at_4x_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240816_tall104_10x_caged_at_4x_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240816_tall104_10x_caged_at_4x_4_class,all,0.8071130432710059,0.5721681071417878,,,,,,
yolov26,20240816_tall104_10x_caged_at_4x_4_class,cell,0.8071130432710059,0.5721681071417878,2311.0,523.0,463.0,0.81545518701482,0.8330930064888248,0.8241797432239657
yolov26,20240816_tall104_10x_caged_at_4x_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240816_tall104_10x_caged_at_4x_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240816_tall104_10x_caged_at_4x_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240816_tall104_10x_caged_at_4x_4_class,all,0.8585325443857724,0.5853557742417906,,,,,,
yolo,20240816_tall104_10x_caged_at_4x_4_class,cell,0.8585325443857724,0.5853557742417906,2449.0,507.0,325.0,0.8284844384303113,0.8828406633020909,0.8547993019197209
yolo,20240816_tall104_10x_caged_at_4x_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240816_tall104_10x_caged_at_4x_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240816_tall104_10x_caged_at_4x_4_class,soma,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240704_neuron-adhered_10x_caged_4_class,all,0.8964569061614454,0.5742607156078311,,,,,,
rf_detr_seg,20240704_neuron-adhered_10x_caged_4_class,cell,0.890276099112842,0.534987263965992,23527.0,7466.0,1789.0,0.7591068951053463,0.9293332279981039,0.8356390630272248
rf_detr_seg,20240704_neuron-adhered_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240704_neuron-adhered_10x_caged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240704_neuron-adhered_10x_caged_4_class,soma,0.9026377132100486,0.6135341672496701,12236.0,2848.0,862.0,0.8111906656059401,0.9341884257138494,0.8683556880278192
yolov26,20240704_neuron-adhered_10x_caged_4_class,all,0.842986680842492,0.5696131367741573,,,,,,
yolov26,20240704_neuron-adhered_10x_caged_4_class,cell,0.8341412122236677,0.5414737625579684,21994.0,3128.0,3322.0,0.8754876204123876,0.8687786380154843,0.8721202268131172
yolov26,20240704_neuron-adhered_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240704_neuron-adhered_10x_caged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolov26,20240704_neuron-adhered_10x_caged_4_class,soma,0.8518321494613162,0.5977525109903462,11532.0,1673.0,1566.0,0.873305566073457,0.880439761795694,0.8768581530623883
yolo,20240704_neuron-adhered_10x_caged_4_class,all,0.8638383713040023,0.5733078896521256,,,,,,
yolo,20240704_neuron-adhered_10x_caged_4_class,cell,0.8552354531999253,0.541383944953879,22440.0,3572.0,2876.0,0.8626787636475473,0.8863959551271923,0.8743765586034912
yolo,20240704_neuron-adhered_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240704_neuron-adhered_10x_caged_4_class,cell-adhered,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
yolo,20240704_neuron-adhered_10x_caged_4_class,soma,0.8724412894080791,0.6052318343503724,11931.0,1888.0,1167.0,0.863376510601346,0.9109024278515804,0.8865029535237955
rf_detr_seg,20240509_Hs675Tfibroblasts_10x_caged_4_class,all,0.9335093303342231,0.7142317176890464,,,,,,
rf_detr_seg,20240509_Hs675Tfibroblasts_10x_caged_4_class,cell,0.9335357821352532,0.7167395434604925,4169.0,905.0,241.0,0.82163973196689,0.9453514739229025,0.8791649093209616
rf_detr_seg,20240509_Hs675Tfibroblasts_10x_caged_4_class,bead,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
rf_detr_seg,20240509_Hs675Tfibroblasts_10x_caged_4_class,cell-adhered,0.9334828785331931,0.7117238919176001,5652.0,1917.0,218.0,0.746730083234245,0.9628620102214651,0.8411340129473919
